description,avg_gross_charge,description_clean
ANTI-SHOCK PANTS,150.25,anti-shock pants
ANTIBODY ID,325.25,antibody id
ANTIBODY SCREEN (2 CELL P,142.75,antibody screen (2 cell p
ANTIGEN SCREEN PER UNIT (,440.75,antigen screen per unit (
ANTIGEN SCREENING,233.5,antigen screening
ANTIHEMOPHILIC FACTOR (RECOMB) 1000 (+/-) UNIT SOLR,2108.25,antihemophilic factor (recomb) 1000 (+/-) unit solr
ANTIPYRINE-BENZOCAINE 5.4-1.4 % DROP,23.5,antipyrine-benzocaine 5.4-1.4 % drop
AORTIC ANEURYSM SCREENING,685.0,aortic aneurysm screening
APIXABAN 2.5 MG TAB,57.0,apixaban 2.5 mg tab
APIXABAN 5 MG TAB,57.0,apixaban 5 mg tab
APN INITIAL TREATMENT,141.0,apn initial treatment
APN SUBSEQUENT TREATMENT,141.0,apn subsequent treatment
APPLICATION OF SHORT LEG,266.75,application of short leg
APPLY UNIPLANE EXTERNAL F,441.75,apply uniplane external f
APREPITANT 7.2 MG/ML EMUL,943.25,aprepitant 7.2 mg/ml emul
AQUA K-PAD HEATING EA DAY,34.75,aqua k-pad heating ea day
AQUA MANTIS EPIDURAL,1181.25,aqua mantis epidural
AQUA MANTIS ORTHO,1184.72,aqua mantis ortho
"AQUAMA COOLING BLKT,GAY-M",294.75,"aquama cooling blkt,gay-m"
"AQUAMATIC K-PAD,HEATING,1",79.0,"aquamatic k-pad,heating,1"
"AQUAMTIC COOLING BLKT, EA",256.5,"aquamtic cooling blkt, ea"
AQUATIC THERAPY W/EXERCIS,140.25,aquatic therapy w/exercis
ARFORMOTEROL 15 MCG/2 ML NEBU,20.5,arformoterol 15 mcg/2 ml nebu
ARGININE 500MG CAP,2.0,arginine 500mg cap
ARIPiprazole 10 MG TAB,2.0,aripiprazole 10 mg tab
ARIPiprazole 2 MG TAB,136.25,aripiprazole 2 mg tab
ARIPiprazole 5 MG TAB,114.0,aripiprazole 5 mg tab
ARM ELEVATOR,123.5,arm elevator
"ARM IMMOBILIZER,ELASTIC,L",17.01,"arm immobilizer,elastic,l"
"ARM IMMOBILIZER,ELASTIC,M",17.01,"arm immobilizer,elastic,m"
"ARM IMMOBILIZER,ELASTIC,S",37.12,"arm immobilizer,elastic,s"
"ARM IMMOBILIZER,VALPEAU,L",69.5,"arm immobilizer,valpeau,l"
"ARM IMMOBILIZER,VALPEAU,M",69.25,"arm immobilizer,valpeau,m"
"ARM IMMOBILIZER,VALPEAU,S",69.25,"arm immobilizer,valpeau,s"
ARM POSITIONER,97.5,arm positioner
"ARM SLING, ENVELOPE",187.11,"arm sling, envelope"
"ARM SLING,CHILDS",9.24,"arm sling,childs"
"ARM SLING,LARGE",7.73,"arm sling,large"
"ARM SLING,MEDIUM",7.73,"arm sling,medium"
ARM SPLINT,72.0,arm splint
"ARM STRAP,EXTRA LARGE",29.75,"arm strap,extra large"
"ARM STRAP,LARGE",11.16,"arm strap,large"
"ARM STRAP,MEDIUM",11.16,"arm strap,medium"
"ARM STRAP,SMALL",11.16,"arm strap,small"
ARM TUCKER,95.0,arm tucker
"ARM TUCKER, LAP WRAP",126.95999999999998,"arm tucker, lap wrap"
ARMODAFINIL 200 MG TAB,16.75,armodafinil 200 mg tab
ARMODAFINIL 250 MG TAB,157.5,armodafinil 250 mg tab
ARTERIAL DUP UE LT,952.0,arterial dup ue lt
ARTERIAL DUPLEX  BILATERA,1363.0,arterial duplex bilatera
ARTERIAL DUPLEX LE LEFT,1007.25,arterial duplex le left
ARTERIAL DUPLEX LE RIGHT,1007.25,arterial duplex le right
ARTERIAL DUPLEX UE BILATE,1316.5,arterial duplex ue bilate
ARTERIAL DUPLEX UE RT,952.0,arterial duplex ue rt
ARTERIAL EMBOLECTOMY CATH,388.0,arterial embolectomy cath
ARTERIAL PUNCTURE FOR BLO,122.5,arterial puncture for blo
ARTERIAL STUDY AT REST/W,1012.0,arterial study at rest/w
ARTERIOGRAM TRAY,319.0,arteriogram tray
ARTHO METACARPOPHALANGELA,1588.25,artho metacarpophalangela
ARTHOPLASTY MEDIAL OR LAT,3925.0,arthoplasty medial or lat
ARTHOSCOPIC ABLATOR,551.25,arthoscopic ablator
ARTHOSCOPY W/CHONDROPLAST,1533.6666666666667,arthoscopy w/chondroplast
ARTHOSCOPY W/MED LAT MENI,1393.0833333333333,arthoscopy w/med lat meni
ARTHRD CANNULA KIT,108.0,arthrd cannula kit
ARTHRO AIDED ANT CRUC LIG,971.625,arthro aided ant cruc lig
ARTHRO KNEE CONDYLE&PLATE,2277.75,arthro knee condyle&plate
ARTHRO KNEE FOR INFECTION,1083.0,arthro knee for infection
ARTHRO KNEE SYNOVECTOMY L,1210.8333333333333,arthro knee synovectomy l
ARTHRO KNEE SYNOVECTOMY M,1400.125,arthro knee synovectomy m
ARTHRO SHOULDER INJECTION,466.25,arthro shoulder injection
ARTHROCENTESIS ASP INJ SM,122.75,arthrocentesis asp inj sm
ARTHROCENTESIS ASP/INJ IN,108.25,arthrocentesis asp/inj in
ARTHROCENTESIS ASP/INJ/ M,149.25,arthrocentesis asp/inj/ m
ARTHROCENTESIS/ASP/INJ MA,149.25,arthrocentesis/asp/inj ma
"ARTHROFLEX, 4X7",3519.0,"arthroflex, 4x7"
ARTHROGRAM ANKLE LEFT,931.0,arthrogram ankle left
ARTHROGRAM ANKLE RIGHT,931.0,arthrogram ankle right
ARTHROGRAM HIP LEFT,825.5,arthrogram hip left
ARTHROGRAM HIP RIGHT,825.5,arthrogram hip right
ARTHROGRAM KNEE LEFT,972.5,arthrogram knee left
ARTHROGRAM KNEE RIGHT,972.5,arthrogram knee right
ARTHROGRAM SHOULDER LEFT,876.0,arthrogram shoulder left
ARTHROGRAM SHOULDER RIGHT,876.0,arthrogram shoulder right
ARTHROGRAM WRIST LEFT,1014.75,arthrogram wrist left
ARTHROGRAM WRIST RIGHT,1014.75,arthrogram wrist right
ARTHROPLASTY KNEE W/MENIS,1137.0,arthroplasty knee w/menis
ARTHROPLASTY REPAIR CAPSU,576.0,arthroplasty repair capsu
ARTHROPLASTY REPAIR SLAP,1957.0833333333333,arthroplasty repair slap
ARTHROPLASTY SHOULDER W/F,504.5,arthroplasty shoulder w/f
ARTHROPLASTY TOTAL SHOULD,3009.0625,arthroplasty total should
"ARTHROPLASTY, SHOULDER, C",3622.5,"arthroplasty, shoulder, c"
ARTHROSCOPY DRAPE,68.08,arthroscopy drape
ARTHROSCOPY ELBOW SURG DE,1277.75,arthroscopy elbow surg de
ARTHROSCOPY HIP W/LABRUM,1520.0,arthroscopy hip w/labrum
ARTHROSCOPY KNEE OSTEO AL,2480.0,arthroscopy knee osteo al
ARTHROSCOPY KNEE W/MENISC,1324.5,arthroscopy knee w/menisc
ARTHROSCOPY MEMFORD PROC,1345.875,arthroscopy memford proc
ARTHROSCOPY MUMFORD  W/RO,2227.75,arthroscopy mumford w/ro
ARTHROSCOPY MUMFORD W/BIC,2603.5,arthroscopy mumford w/bic
ARTHROSCOPY SHOULDER AHES,1262.0,arthroscopy shoulder ahes
ARTHROSCOPY SHOULDER DEBR,325.5,arthroscopy shoulder debr
ARTHROSCOPY SHOULDER W/SY,778.3333333333334,arthroscopy shoulder w/sy
"ARTHROSCOPY SHOULDER, BIC",530.25,"arthroscopy shoulder, bic"
ARTHROSCOPY W/ABRASION AR,1526.8333333333333,arthroscopy w/abrasion ar
ARTHROSCOPY W/LYSIS ADHES,335.75,arthroscopy w/lysis adhes
ARTHROSCOPY W/LYSIS W W/O,2122.25,arthroscopy w/lysis w w/o
ARTHROSCOPY W/MED MEDNISC,1338.1666666666667,arthroscopy w/med mednisc
ARTHROSCOPY W/REMOVAL LOS,1382.25,arthroscopy w/removal los
ARTHROSCOPY W/REPAIR MENI,2363.5,arthroscopy w/repair meni
"ARTHROSCOPY, KNEE, W/LATE",1330.1666666666667,"arthroscopy, knee, w/late"
"ARTHROSCOPY, SHOULDER, DE",1948.875,"arthroscopy, shoulder, de"
"ARTHROSCOPY, SHOULDER, PA",1695.0,"arthroscopy, shoulder, pa"
ARTHROTOMY INTERPHALANGEL,345.75,arthrotomy interphalangel
ARTHROTOMY WMENISCU REPAI,1464.625,arthrotomy wmeniscu repai
"ARTHROTOMY,DEEP,GLENOHUME",1999.875,"arthrotomy,deep,glenohume"
ARTHRP FLO IRRIGATOR,140.0,arthrp flo irrigator
ARTROSCOPY SHOULDER DECOM,617.375,artroscopy shoulder decom
ASCORBIC ACID 500 MG TAB,2.0,ascorbic acid 500 mg tab
ASENAPINE 10 MG SUBL,73.5,asenapine 10 mg subl
ASPIRATION TRAY,139.25,aspiration tray
ASPIRIN 300 MG SUPP,12.5,aspirin 300 mg supp
ASPIRIN 325 MG TBEC,2.0,aspirin 325 mg tbec
ASPIRIN 81 MG CHEW,2.0,aspirin 81 mg chew
ASPIRIN 81 MG TBEC,2.0,aspirin 81 mg tbec
ASPIRIN BUFFERED 325 MG TAB,2.0,aspirin buffered 325 mg tab
ASPIRIN-ACETAMINOPHEN-CAFFEINE 250-250-65 MG TAB,2.0,aspirin-acetaminophen-caffeine 250-250-65 mg tab
ASPIRIN-CAFFEINE 500-32.5 MG TAB,2.0,aspirin-caffeine 500-32.5 mg tab
ATAZANAVIR 300 MG CAP,205.0,atazanavir 300 mg cap
ATENOLOL 25 MG TAB,2.25,atenolol 25 mg tab
ATENOLOL/CHLORTHALIDONE 50-25 MG TAB,9.0,atenolol/chlorthalidone 50-25 mg tab
ATEZOLIZUMAB 1200 MG/20 ML (60 MG/ML) SOLN,12453.75,atezolizumab 1200 mg/20 ml (60 mg/ml) soln
ATEZOLIZUMAB 840 MG/14 ML (60 MG/ML) SOLN,9587.5,atezolizumab 840 mg/14 ml (60 mg/ml) soln
ATHLETIC TAPING,42.25,athletic taping
ATOGEPANT 60 MG TAB,160.0,atogepant 60 mg tab
ATORVASTATIN 10 MG TAB,55.5,atorvastatin 10 mg tab
ATORVASTATIN 20 MG TAB,2.25,atorvastatin 20 mg tab
ATROPINE 0.1 MG/ML SYRG,87.0,atropine 0.1 mg/ml syrg
ATROPINE 0.4 MG/ML VIAL,41.75,atropine 0.4 mg/ml vial
ATROPINE 1 % DROP,65.5,atropine 1 % drop
ATROPINE SULFATE 1 MG/10,36.5,atropine sulfate 1 mg/10
ATTENDS CLEANSER,28.0,attends cleanser
AUGMENT BONE GRAFT,6300.0,augment bone graft
AURANOFIN 3 MG CAP,118.0,auranofin 3 mg cap
AUTO SUTURE DISP LOADING,469.0,auto suture disp loading
AUTO TRANS BLOOD COLLECTI,81.75,auto trans blood collecti
AUTO TRANSFUSION COLLECTI,514.5,auto transfusion collecti
AUTO TRANSFUSION SYSTEM,981.62,auto transfusion system
AUTOLOGOUS BLOOD PROCESSI,284.25,autologous blood processi
AVAILABLE,369.5,available
"AVEENO,COLLOIDAL OATMEAL",29.75,"aveeno,colloidal oatmeal"
AVELUMAB 20 MG/ML SOLN,3627.5,avelumab 20 mg/ml soln
AVITENE,610.5,avitene
AVULSION NAIL PLATE PART/,270.25,avulsion nail plate part/
AVULSION OF NAIL PLATE PA,81.25,avulsion of nail plate pa
AZELASTINE 0.05 % DROP,127.0,azelastine 0.05 % drop
AZELASTINE NASAL 137 MCG SPRA,28.25,azelastine nasal 137 mcg spra
AZELASTINE/FLUTICASONE 137-50 MCG/SPRAY SPRY,613.75,azelastine/fluticasone 137-50 mcg/spray spry
AZILSARTAN/CHLORTHALIDONE 40-12.5 MG TAB,58.5,azilsartan/chlorthalidone 40-12.5 mg tab
AZILSARTAN/CHLORTHALIDONE 40-25 MG TAB,58.5,azilsartan/chlorthalidone 40-25 mg tab
AZITHROMYCIN 100 MG/5 ML SUSR,75.5,azithromycin 100 mg/5 ml susr
AZITHROMYCIN 200 MG/5 ML SUSR,76.25,azithromycin 200 mg/5 ml susr
AZITHROMYCIN 250 MG TAB,13.5,azithromycin 250 mg tab
AZITHROMYCIN 500 MG VIAL,38.0,azithromycin 500 mg vial
AZTREONAM 1 GRAM SOLR,172.25,aztreonam 1 gram solr
AZTREONAM 2 GRAM SOLR,294.25,aztreonam 2 gram solr
AcetaZOLAMIDE 250 MG TAB,5.0,acetazolamide 250 mg tab
AcetaZOLAMIDE 500 MG CPER,68.0,acetazolamide 500 mg cper
AmLODIPine 10 MG TAB,2.0,amlodipine 10 mg tab
AmLODIPine 5 MG TAB,2.0,amlodipine 5 mg tab
AmLODIPine-BENAZEPRIL 10-20 MG CAP,4.5,amlodipine-benazepril 10-20 mg cap
AmLODIPine-VALSARTAN 5-320 MG TAB,84.25,amlodipine-valsartan 5-320 mg tab
AtoMOXetine 100 MG CAP,95.5,atomoxetine 100 mg cap
AtoMOXetine 60 MG CAP,20.0,atomoxetine 60 mg cap
AzaCITIDine 100 MG SOLR,739.0,azacitidine 100 mg solr
AzaTHIOprine 50 MG TAB,6.25,azathioprine 50 mg tab
B.INFANTIS-B.ANI-B.LONG-B.BIFI 10-15 MG TBEC,13.0,b.infantis-b.ani-b.long-b.bifi 10-15 mg tbec
BABY MEDICAL SUPPLIES,21.0,baby medical supplies
BACILLUS COAGULAN/CALCIUM CARBONATE 2BILLION/140MG CAP,6.25,bacillus coagulan/calcium carbonate 2billion/140mg cap
BACITRACIN 500 UNIT/G PACK,2.0,bacitracin 500 unit/g pack
BACITRACIN 500 UNIT/GRAM OINT,12.5,bacitracin 500 unit/gram oint
BACITRACIN-NEOMYCIN-POLYMYXIN B 400 UNIT-3.5MG-5000 UNIT/GM PACK,2.0,bacitracin-neomycin-polymyxin b 400 unit-3.5mg-5000 unit/gm pack
BACK SUPPORT PREVCARE,145.0,back support prevcare
BACKRAFT,80.04,backraft
BACLOFEN 10 MG TAB,2.0,baclofen 10 mg tab
BAKRI POSTPARTUM BALLOON,751.4,bakri postpartum balloon
BALARCED SALT SOLUTION,39.01,balarced salt solution
"BALLOON, 5MM SINUPLASTY",2931.25,"balloon, 5mm sinuplasty"
BALSALAZIDE 750 MG CAP,10.5,balsalazide 750 mg cap
BANDAGE ESMARK,8.26,bandage esmark
"BANDAGE,COBAN,3""",18.75,"bandage,coban,3"""
"BARIUM, 50ML FOR VERTEBRO",273.5,"barium, 50ml for vertebro"
"BARREL BURR, 12 FLUTE, 4.",327.33,"barrel burr, 12 flute, 4."
"BARREL BURR, 5.0",85.75,"barrel burr, 5.0"
BARRIER CREAM A&D,27.0,barrier cream a&d
"BARRIER, HEMOSTATIC AGENT",628.56,"barrier, hemostatic agent"
BASIC METABOLIC PANEL,161.25,basic metabolic panel
BASIC SKIN TRACTION,228.75,basic skin traction
BASIC TRAY,79.0,basic tray
BCG LIVE 50 MG SUSR,1147.75,bcg live 50 mg susr
"BE, BARUIM ENEMA",902.5,"be, baruim enema"
"BE, W/AIR CONTRAST",1133.0,"be, w/air contrast"
"BEADS, STIMULAN, RAPID CU",3960.0,"beads, stimulan, rapid cu"
BECAPLERMIN 0.01 % GEL,1814.75,becaplermin 0.01 % gel
BECLOMETHASONE DIPROPIONATE 40 MCG/ACTUATION AERO,262.5,beclomethasone dipropionate 40 mcg/actuation aero
BECLOMETHASONE DIPROPIONATE 80 MCG/ACTUATION AERO,282.25,beclomethasone dipropionate 80 mcg/actuation aero
BECLOMETHASONE NASAL 42 MCG (0.042 %) SPRY,718.0,beclomethasone nasal 42 mcg (0.042 %) spry
"BEDPAD,DISP.",19.0,"bedpad,disp."
"BEDPAN,FRACTURE,DISP.",19.0,"bedpan,fracture,disp."
BEDSIDE MVV,207.0,bedside mvv
BEHAV & QUALITIVE ANAYSIS,350.0,behav & qualitive anaysis
"BEHAVIORAL HEALTH, GROUP",536.75,"behavioral health, group"
BELATACEPT 250 MG SOLR,2580.5,belatacept 250 mg solr
BELIMUMAB 120 MG SOLR,1448.5,belimumab 120 mg solr
BELIMUMAB 400 MG SOLR,2961.5,belimumab 400 mg solr
BELLADONNA-OPIUM 16.2-30 MG SUPP,78.0,belladonna-opium 16.2-30 mg supp
BELLADONNA-OPIUM 16.2-60 MG SUPP,92.0,belladonna-opium 16.2-60 mg supp
"BELT,RIB,LADIES,UNIVERSAL",12.04,"belt,rib,ladies,universal"
"BELT,RIB,MEN,S UNIVERSAL",13.07,"belt,rib,men,s universal"
BENADRYL 50 MG,33.0,benadryl 50 mg
BENAZEPRIL 10 MG TAB,2.0,benazepril 10 mg tab
BENAZEPRIL-HYDROCHLOROTHIAZIDE 20-12.5 MG TAB,2.5,benazepril-hydrochlorothiazide 20-12.5 mg tab
BENDAMUSTINE 100 MG SOLR,3828.25,bendamustine 100 mg solr
BENDAMUSTINE 25 MG SOLR,2053.0,bendamustine 25 mg solr
BENDAMUSTINE 25 MG/ML VIAL,4226.75,bendamustine 25 mg/ml vial
BENZOCAINE 20 % GEL,12.5,benzocaine 20 % gel
BENZOCAINE-MENTHOL 6-10 MG LOZG,2.75,benzocaine-menthol 6-10 mg lozg
BENZOCAINE-RESORCINOL 5-2 % CREA,18.5,benzocaine-resorcinol 5-2 % crea
BENZONATATE 100 MG CAP,4.5,benzonatate 100 mg cap
BENZTROPINE 1 MG TAB,2.0,benztropine 1 mg tab
BENZYLPENICILLOYL POLYLYSINE 0.25 ML SOLN,692.75,benzylpenicilloyl polylysine 0.25 ml soln
BETA CAROTENE 10000 UNIT CAP,2.0,beta carotene 10000 unit cap
BETA CAROTENE 25000 UNIT CAP,2.0,beta carotene 25000 unit cap
"BETADINE ANTISEPTIC,8 OZ.",19.0,"betadine antiseptic,8 oz."
BETAMETHASONE ACET/SOD PHOS 6 MG/ML SUSP,136.875,betamethasone acet/sod phos 6 mg/ml susp
BETAMETHASONE AUGMENTED 0.05 % LOTN,161.5,betamethasone augmented 0.05 % lotn
BETAMETHASONE DIPROPIONATE (AUGMENTED) 0.05% OINT,368.75,betamethasone dipropionate (augmented) 0.05% oint
BETAMETHASONE DIPROPIONATE 0.05 % CREA,99.125,betamethasone dipropionate 0.05 % crea
BETAMETHASONE DIPROPIONATE 0.05 % OINT,169.0,betamethasone dipropionate 0.05 % oint
BETAMETHASONE VALERATE 0.1 % CREA,83.0,betamethasone valerate 0.1 % crea
BETAMETHASONE VALERATE 0.1 % OINT,37.75,betamethasone valerate 0.1 % oint
BETAXOLOL 0.25 % DRPS,771.75,betaxolol 0.25 % drps
BETHANECHOL 25 MG TAB,4.75,bethanechol 25 mg tab
BEVACIZUMAB 25 MG/ML VIAL,3811.125,bevacizumab 25 mg/ml vial
BEVACIZUMAB-AWWB 25 MG/ML VIAL,2787.375,bevacizumab-awwb 25 mg/ml vial
BEZLOTOXUMAB 25 MG/ML SOLN,5800.0,bezlotoxumab 25 mg/ml soln
BH OUTPT VISIT INTERACTIV,257.5,bh outpt visit interactiv
BICALUTAMIDE 50 MG TAB,4.0,bicalutamide 50 mg tab
"BICILLIN 100,000 UNITS",50.0,"bicillin 100,000 units"
BILE BAG,27.6,bile bag
"BILE, QUAL.,URINE",50.0,"bile, qual.,urine"
BILIARY DUCT (HIDA SCAN),2134.5,biliary duct (hida scan)
BILIRUBIN - DIRECT,64.5,bilirubin - direct
BILIRUBIN - TOTAL,69.75,bilirubin - total
BILIRUBIN BLANKET,70.75,bilirubin blanket
BILIRUBIN MASK,18.26,bilirubin mask
BILIRUBIN SCREENING,29.14,bilirubin screening
BIMATOPROST 0.01 % DROP,662.0,bimatoprost 0.01 % drop
BIMATOPROST 0.03 % DROP,298.75,bimatoprost 0.03 % drop
BINDER 4 PANEL 12 INCH 45,28.19,binder 4 panel 12 inch 45
"BINDER, PELVIC",677.25,"binder, pelvic"
BINOCULAR MOCROSCOPY,59.25,binocular mocroscopy
BIO CORKSCREW PUNCH DISP,1025.95,bio corkscrew punch disp
BIO CORKSCREW W/FIBERCHAI,882.75,bio corkscrew w/fiberchai
BIO PUSH LOCK,966.75,bio push lock
BIO TENDENESIS SCREW 7 X,557.0,bio tendenesis screw 7 x
BIO-STINGER FASTENER,447.75,bio-stinger fastener
BIO-STINGER INSERTER,198.0,bio-stinger inserter
BIOCOMP SWIVELOCK C DOUBL,1205.13,biocomp swivelock c doubl
BIOFEED PERINAL MUSCLE,208.75,biofeed perinal muscle
BIOMET HIP CERAMIC OR E1,6000.0,biomet hip ceramic or e1
BIOMET HIP CUP,3630.0,biomet hip cup
BIOMET HIP CUP HIGHLY POR,4800.0,biomet hip cup highly por
BIOMET HIP CUP METAL ON M,7500.0,biomet hip cup metal on m
BIOMET HIP HEAD METAL <=3,2450.0,biomet hip head metal <=3
BIOMET HIP HEAD METAL >36,4125.0,biomet hip head metal >36
BIOMET HIP HEAD NON-METAL,4455.0,biomet hip head non-metal
BIOMET HIP PARTIAL BIPOLA,1925.0,biomet hip partial bipola
BIOMET HIP PARTIAL ENDOPR,3540.0,biomet hip partial endopr
BIOMET HIP PARTIAL UNIPOL,1925.0,biomet hip partial unipol
BIOMET HIP POLY LINER,2702.0,biomet hip poly liner
BIOMET HIP STEM CEMENTED,5600.0,biomet hip stem cemented
BIOMET HIP STEM CEMENTLES,7800.0,biomet hip stem cementles
BIOMET HIP STEM MODULAR,7800.0,biomet hip stem modular
BIOMET STEM HIP FRACTURE,4125.0,biomet stem hip fracture
BIOPATCH,16.53,biopatch
BIOPHYSICAL PROFILE,765.25,biophysical profile
BIOPSY ENDOMETRIAL,217.0,biopsy endometrial
BIOPSY EXTERNAL EAR,208.0,biopsy external ear
"BIOPSY FORCEPS, BRONCHOSC",106.72,"biopsy forceps, bronchosc"
"BIOPSY GUN WITH NEEDLE, M",269.2,"biopsy gun with needle, m"
BIOPSY NEEDLE DISP 15.2 C,159.25,biopsy needle disp 15.2 c
BIOPSY OR EXC LYMPH NODE,1099.5,biopsy or exc lymph node
BIOPSY REMOVAL,349.0,biopsy removal
"BIOPSY SKIN, PUNCH 1 LESI",267.75,"biopsy skin, punch 1 lesi"
"BIOPSY SKIN, SHAVE",208.75,"biopsy skin, shave"
"BIOPSY TONGUE, ANT, 2/3",367.5,"biopsy tongue, ant, 2/3"
"BIOPSY TRAY,JAMSHIDI",110.54,"biopsy tray,jamshidi"
"BIOPSY, PALATE/UVULA",318.25,"biopsy, palate/uvula"
"BIOPSY, SALIVARY GLAD AND",221.25,"biopsy, salivary glad and"
"BIOPSY, TONSIL LESION",335.0,"biopsy, tonsil lesion"
BIOTENDENESIS DISP KIT,854.49,biotendenesis disp kit
BIOTIN 1 MG TAB,2.0,biotin 1 mg tab
BIOTIN 800 MCG TAB,2.0,biotin 800 mcg tab
BIOVAC DIRECT SUCTION DEV,205.0,biovac direct suction dev
BIPAP INITIAL DAY,887.5,bipap initial day
BIPAP SUBSEQUENT DAYS,777.25,bipap subsequent days
BISACODYL 10 MG SUPP,12.5,bisacodyl 10 mg supp
BISACODYL 5 MG TBEC,2.0,bisacodyl 5 mg tbec
BISACODYL-MAGNESIUM CITRATE  CMPK,57.75,bisacodyl-magnesium citrate cmpk
BISMUTH SUBGALLATE  POWD,152.5,bismuth subgallate powd
BISMUTH SUBSALICYLATE 1050 MG/30 ML SUSP,3.5,bismuth subsalicylate 1050 mg/30 ml susp
BISMUTH SUBSALICYLATE 262 MG CHEW,2.0,bismuth subsalicylate 262 mg chew
BISMUTH SUBSALICYLATE 262 MG/15 ML SUSP,37.0,bismuth subsalicylate 262 mg/15 ml susp
BISOPROLOL 5 MG TAB,5.25,bisoprolol 5 mg tab
BISOPROLOL-HYDROCHLOROTHIAZIDE 10-6.25 MG TAB,2.0,bisoprolol-hydrochlorothiazide 10-6.25 mg tab
BISOPROLOL-HYDROCHLOROTHIAZIDE 2.5-6.25 MG TAB,3.25,bisoprolol-hydrochlorothiazide 2.5-6.25 mg tab
BISOPROLOL-HYDROCHLOROTHIAZIDE 5-6.25 MG TAB,4.5,bisoprolol-hydrochlorothiazide 5-6.25 mg tab
BLADDER INSTILLATION OF A,718.25,bladder instillation of a
"BLADDER INSTILLATION, SIM",556.25,"bladder instillation, sim"
BLADE FESS,591.2,blade fess
BLADE KNIFE #22 CATARACT,53.25,blade knife #22 cataract
BLADE KNIFE #30 CATARACT,107.0,blade knife #30 cataract
"BLADE, 173 STRAIGHT RECIP",24.48,"blade, 173 straight recip"
"BLADE, 6MM X 30MM",261.65,"blade, 6mm x 30mm"
"BLADE, MICRO, STRAIGHT, C",94.03,"blade, micro, straight, c"
"BLADE, RASP, RECIP",294.04,"blade, rasp, recip"
"BLADE, RECIP",101.57,"blade, recip"
"BLADE, SAW, 260",51.52,"blade, saw, 260"
"BLADE, SAW, 439S, 100 X 2",299.7,"blade, saw, 439s, 100 x 2"
"BLADE, SAW, 551",461.12,"blade, saw, 551"
"BLADE, SAW, ACL",101.94,"blade, saw, acl"
"BLADE, SAW, RECIP",184.0,"blade, saw, recip"
"BLADE, STABLE CUT",198.72,"blade, stable cut"
"BLADE, TAPERED, SHORT, RE",205.31,"blade, tapered, short, re"
BLAKE DRAIN W/TROCAR,49.83,blake drain w/trocar
BLEOMYCIN 30 UNIT SOLR,465.5,bleomycin 30 unit solr
BLOCK ON Q  DUAL PUMP,1170.0,block on q dual pump
BLOCK ON Q PUMP,1110.45,block on q pump
BLOCK PREP TRAY,122.5,block prep tray
BLOOD ALCOHOL TRAY-ORDERE,20.36,blood alcohol tray-ordere
BLOOD COMPONENT SET,35.5,blood component set
BLOOD CULTURE,275.25,blood culture
BLOOD OCCULT 1-3,19.25,blood occult 1-3
BLOOD PRESSURE CUFF DISP,6.92,blood pressure cuff disp
BLOOD/FLUID WARMING SET,34.16,blood/fluid warming set
BLUE BOOST,202.28,blue boost
BLUE VISION,176.93,blue vision
BNP (CONGESTIVE HEART FAI,338.25,bnp (congestive heart fai
BOHLER FRAME PILLOW,206.45,bohler frame pillow
BONE AGE SURVEY MINIMUM,282.5,bone age survey minimum
BONE CEMENT,329.89,bone cement
BONE CEMENT BOWL,154.27,bone cement bowl
BONE CEMENT INJECTOR KIT,363.74,bone cement injector kit
BONE CEMENT KYPHO,551.25,bone cement kypho
BONE CEMENT PALACOS LV+G,497.70000000000005,bone cement palacos lv+g
BONE CEMENT PALACOS R+G,815.1,bone cement palacos r+g
"BONE CEMENT, COBALT",365.975,"bone cement, cobalt"
"BONE CEMENT, SIMPLEX P W/",751.4,"bone cement, simplex p w/"
"BONE CEMENT, SIMPLEX, RAD",203.5,"bone cement, simplex, rad"
BONE DENSITOMETRY AXIAL S,533.5,bone densitometry axial s
BONE IMAGING MULTIPLE ARE,1794.75,bone imaging multiple are
BONE LENGTH STUDY,514.25,bone length study
BONE MARROW STUDY,555.0,bone marrow study
"BONE MATRIX, BIO4 VIALBLE",5167.8,"bone matrix, bio4 vialble"
BONE SCAN,2097.0,bone scan
BONE SCAN 3 PHASE,2496.5,bone scan 3 phase
BONE SCAN LMTD,1340.5,bone scan lmtd
BONE SCAN SPECT,2349.5,bone scan spect
BORTEZOMIB 3.5 MG SOLR,160.75,bortezomib 3.5 mg solr
"BOVIE ""CHUCK IT"" CORD/HAN",19.0,"bovie ""chuck it"" cord/han"
BOVIE MACHINE EMS PER HR,22.0,bovie machine ems per hr
"BOVIE MACHINE,INITIAL CHA",74.25,"bovie machine,initial cha"
BRA POST SURGICAL,61.830000000000005,bra post surgical
BRACE AIR-STIRRUP ANKLE,76.51,brace air-stirrup ankle
BRACE ANKLE AIR CAST,76.51,brace ankle air cast
BRACE BACK,89.5,brace back
BRACE TRACKER CAST FRACTU,428.25,brace tracker cast fractu
BRACE TRACKER KNEE RT/LT,698.63,brace tracker knee rt/lt
"BRACE, KNEE",25.73,"brace, knee"
BRAIN,3887.5,brain
BRAIN WITH CONTRAST,4266.5,brain with contrast
"BRAIN, WO/W CONTRAST",4345.5,"brain, wo/w contrast"
BREAST BIOPSY,451.0,breast biopsy
BREAST BIOPSY NEEDLE,693.0,breast biopsy needle
