description,avg_gross_charge,description_clean
BLOOD TYPING RBC ANTIGEN,150.0,blood typing rbc antigen
BLOOD TYPING RH,75.0,blood typing rh
BLOOD VISCOSITY EXAMINATION,121.0,blood viscosity examination
BLOODTYPING RH PHENOTYPE,168.0,bloodtyping rh phenotype
BONE CEMENT,207.0,bone cement
"BONE GRAFT ANY DONOR SITE, MINOR/SMALL",3510.0,"bone graft any donor site, minor/small"
"BONE IMAGING, 3 PHASE STUDY",2330.0,"bone imaging, 3 phase study"
"BONE IMAGING, WHOLE BODY",1905.0,"bone imaging, whole body"
BONE MARROW ASPIRATION TRAY W/BORE,259.0,bone marrow aspiration tray w/bore
BONE MARROW BIOPSY ASPIRATION TRAY,173.0,bone marrow biopsy aspiration tray
BONE MARROW SMEAR INTERPRETATION,73.0,bone marrow smear interpretation
BONE STAPLE DELIVERY INSTRUMENT,880.0,bone staple delivery instrument
BONINE (MECLIZINE) 25MG TAB,2.5,bonine (meclizine) 25mg tab
BOOT PNEUMATIC WALKER TALL MEDIUM,107.0,boot pneumatic walker tall medium
BOOT WALKING - HIGH STABILIZER (LARGE),134.0,boot walking - high stabilizer (large)
BOOT WALKING - HIGH STABILIZER (XS),107.0,boot walking - high stabilizer (xs)
BOOT WALKING - SHORT STABILIZER (LARGE),138.0,boot walking - short stabilizer (large)
BOOT WALKING - SHORT STABILIZER (SMALL),138.0,boot walking - short stabilizer (small)
BOOT WALKING -HIGH STABILIZER (MEDIUM),138.0,boot walking -high stabilizer (medium)
BORTELLA,225.0,bortella
BOWL BONE CEMENT MIXING,160.0,bowl bone cement mixing
BRACE ANKLE EXTRA SMALL,78.0,brace ankle extra small
BRACE ANKLE LACE UP LG ORT27600L,42.0,brace ankle lace up lg ort27600l
BRACE ANKLE LACE UP XL EA1,42.0,brace ankle lace up xl ea1
BRACE ANKLE LARGE,80.0,brace ankle large
BRACE ANKLE MEDIUM LEFT,77.0,brace ankle medium left
BRACE ANKLE MEDIUM RIGHT,91.0,brace ankle medium right
BRACE ANKLE SMALL LACE UP,42.0,brace ankle small lace up
BRACE HINGED KNEE LARGE TALL,250.0,brace hinged knee large tall
"BRACE HINGED KNEE, LARGE",179.0,"brace hinged knee, large"
"BRACE HINGED KNEE, MED",179.0,"brace hinged knee, med"
"BRACE HINGED KNEE, XL",179.0,"brace hinged knee, xl"
BRACE HIP,459.0,brace hip
BRACE J PATELLA KNEE MED RIGHT,106.0,brace j patella knee med right
"BRACE J PATELLA KNEE, LG RIGHT",106.0,"brace j patella knee, lg right"
"BRACE J PATELLA KNEE, LG, LEFT",85.0,"brace j patella knee, lg, left"
"BRACE J PATELLA KNEE, MED LEFT",85.0,"brace j patella knee, med left"
"BRACE J PATELLA KNEE, SM LEFT",85.0,"brace j patella knee, sm left"
"BRACE J PATELLA KNEE, SM RIGHT",85.0,"brace j patella knee, sm right"
"BRACE KNEE IMMOBILIZER TRIPANEL 22""",43.0,"brace knee immobilizer tripanel 22"""
BRACE KNEE J PATELLA XLG LEFT,86.0,brace knee j patella xlg left
BRACE KNEE J PATELLA XLG RIGHT,83.0,brace knee j patella xlg right
BRACE KNEE MEDIUM,208.0,brace knee medium
BRACE KNEE POST OP IMMOBILIZER S/M,200.0,brace knee post op immobilizer s/m
BRACE KNEE POST OP T-SCOPE UNIV,274.0,brace knee post op t-scope univ
BRACE KNEE POST-OP IMMOBILIZER XL,263.0,brace knee post-op immobilizer xl
BRACE KNEE POSTOP T-SCOPE XL,255.0,brace knee postop t-scope xl
BRACE LEFT THUMB SPICA LARGE,42.0,brace left thumb spica large
BRACE LEFT THUMB SPICA MEDIUM,26.0,brace left thumb spica medium
BRACE MINI TRAX WALKING LARGE,172.0,brace mini trax walking large
BRACE MINI TRAX WALKING MEDIUM,140.0,brace mini trax walking medium
BRACE MINI TRAX WALKING SMALL,185.0,brace mini trax walking small
BRACE PLANTAR FASCIITIS L/XL,160.0,brace plantar fasciitis l/xl
BRACE STABILIZER ASO ANKLE XL,95.0,brace stabilizer aso ankle xl
BRACE TLSO,2667.0,brace tlso
"BRACE WRIST LACER 8"" LEFT",21.5,"brace wrist lacer 8"" left"
"BRACE WRIST LACER 8"" RIGHT",21.5,"brace wrist lacer 8"" right"
"BRACE WRIST LACER 8"" RIGHT XL",56.0,"brace wrist lacer 8"" right xl"
BRACE WRIST LEFT LONG,75.0,brace wrist left long
BRACE WRIST LEFT LONG LARGE,42.0,brace wrist left long large
BRACE WRIST LEFT LONG MEDIUM,75.0,brace wrist left long medium
BRACE WRIST LEFT LONG XL,72.0,brace wrist left long xl
BRACE WRIST LEFT SHORT EXTRA SMALL,31.0,brace wrist left short extra small
BRACE WRIST LEFT SHORT LARGE,31.0,brace wrist left short large
BRACE WRIST LEFT SHORT MEDIUM,31.0,brace wrist left short medium
BRACE WRIST LEFT SHORT SMALL,31.0,brace wrist left short small
BRACE WRIST LEFT SHORT XL,64.0,brace wrist left short xl
BRACE WRIST RIGHT LONG,75.0,brace wrist right long
BRACE WRIST RIGHT LONG LARGE,42.0,brace wrist right long large
BRACE WRIST RIGHT LONG MEDIUM,42.0,brace wrist right long medium
BRACE WRIST RIGHT LONG XL,75.0,brace wrist right long xl
BRACE WRIST RIGHT SHORT EXTRA SMALL,31.0,brace wrist right short extra small
BRACE WRIST RIGHT SHORT LARGE,31.0,brace wrist right short large
BRACE WRIST RIGHT SHORT MEDIUM,31.0,brace wrist right short medium
BRACE WRIST RIGHT SHORT SMALL,31.0,brace wrist right short small
BRACE WRIST RIGHT SHORT XL,64.0,brace wrist right short xl
BRACE WRIST SPICA LG LT,42.0,brace wrist spica lg lt
BRACE WRIST SPICA LG RT,42.0,brace wrist spica lg rt
BRACE WRIST SPICA MED LT,42.0,brace wrist spica med lt
BRACE WRIST SPICA MED RT,45.0,brace wrist spica med rt
BRACE WRIST SPICA SMALL LT,42.0,brace wrist spica small lt
BRACE WRIST SPICA XL LEFT,42.0,brace wrist spica xl left
BRACE WRIST SPICA XL RIGHT,42.0,brace wrist spica xl right
"BRACE WRIST, SPICA, SMALL RT",42.0,"brace wrist, spica, small rt"
"BRACE, HINGED KNEE 2XL",179.0,"brace, hinged knee 2xl"
"BRACE, HINGED KNEE SMALL",179.0,"brace, hinged knee small"
"BRACE, HUMERAL SARMIENTO, XL",246.0,"brace, humeral sarmiento, xl"
BRADE SAW SAGITTAL MICRO DUAL CUT,176.0,brade saw sagittal micro dual cut
BRCA1/2,1658.0,brca1/2
BREATHING CAPACITY,340.0,breathing capacity
BREATHING CIRCUITS MASK ADULT,7.0,breathing circuits mask adult
BREATHING CIRCUITS MASK TODDLER,7.0,breathing circuits mask toddler
BRETHINE 1MG/1ML VIAL INJ,11.0,brethine 1mg/1ml vial inj
BRONCHODILATIONS RESPONSE/PRE & POST,670.0,bronchodilations response/pre & post
BUDESONIDE NEB [1 MG/ 2 mL],12.0,budesonide neb [1 mg/ 2 ml]
BUDESONIDE-FORMOTEROL INH [160/4.5],158.0,budesonide-formoterol inh [160/4.5]
BULB SYRINGE 2oz,4.0,bulb syringe 2oz
BULB SYRINGE IRRIGATION 60 ML,4.0,bulb syringe irrigation 60 ml
BUNIONECTOMY W/SESAMOID DISTAL METATARSA,4805.0,bunionectomy w/sesamoid distal metatarsa
BUPIVACAINE 0.25% 10ML VIAL SOL,10.0,bupivacaine 0.25% 10ml vial sol
BUPIVACAINE MPF VIAL 0.5% [30 mL],10.0,bupivacaine mpf vial 0.5% [30 ml]
BUPIVACAINE MPF VIAL 10 mL [0.5%],14.0,bupivacaine mpf vial 10 ml [0.5%]
BUPIVACAINE PF 0.25% [30 mL],16.0,bupivacaine pf 0.25% [30 ml]
BUPIVACAINE VIAL 50 mL [0.25%],13.0,bupivacaine vial 50 ml [0.25%]
BUPIVACAINE-DEXTROSE AMP [15 MG/ 2 mL],27.0,bupivacaine-dextrose amp [15 mg/ 2 ml]
"BUPIVACAINE-EPI 10 mL [0.25%-1:200,000]",25.0,"bupivacaine-epi 10 ml [0.25%-1:200,000]"
"BUPIVACAINE-EPI 30 mL [0.25% 1:200,000]",43.0,"bupivacaine-epi 30 ml [0.25% 1:200,000]"
"BUPIVACAINE-EPI 50 mL [0.25%-1:200,000]",44.0,"bupivacaine-epi 50 ml [0.25%-1:200,000]"
BUPROPION ER TAB [150 MG],2.5,bupropion er tab [150 mg]
BUR ROUND CARBIDE 3.0 MM,108.0,bur round carbide 3.0 mm
BUROSUMAB-TWZA VIAL [20 MG / mL],12348.0,burosumab-twza vial [20 mg / ml]
BUROSUMAB-TWZA VIAL [30 MG/ mL],17987.0,burosumab-twza vial [30 mg/ ml]
BURR FLUSHCUT 6 FLUTE 4.0MM,215.0,burr flushcut 6 flute 4.0mm
BURR FLUSHCUT OVAL 8 FLUTE 5.0MM,283.0,burr flushcut oval 8 flute 5.0mm
BURR OVAL 8 FLUTE 4.0MMX13CM,207.0,burr oval 8 flute 4.0mmx13cm
BURR ROUND STEEL 4.7MMX54MM,204.0,burr round steel 4.7mmx54mm
BURR SLAP CLEARCUT 6FLUTE 4MMX13CM,215.0,burr slap clearcut 6flute 4mmx13cm
BUSPIRONE [15 MG],3.0,buspirone [15 mg]
BUTORPHANOL VIAL [2 MG/1 mL],26.0,butorphanol vial [2 mg/1 ml]
C-PEPTIDE PLASMA,155.0,c-peptide plasma
C-REACTIVE PROTIEN,120.0,c-reactive protien
C-SECTION FLUID COLLECTION PACK IV,145.0,c-section fluid collection pack iv
C-SECTION WITH POSTPARTUM CARE,2448.0,c-section with postpartum care
CA 125,200.0,ca 125
CA 15-3,225.0,ca 15-3
CA 27.29 (NICH-983),306.0,ca 27.29 (nich-983)
CALCIFEDIOL 25-OH VIT D3,210.0,calcifediol 25-oh vit d3
CALCITONIN,165.0,calcitonin
CALCIUM 600MG AND VITAMIN D TAB,2.5,calcium 600mg and vitamin d tab
CALCIUM BLOOD,65.0,calcium blood
CALCIUM CHLORIDE 1GM/10ML SYRINGE IV,45.0,calcium chloride 1gm/10ml syringe iv
CALCIUM GLUCONATE BAG [1 GM / 50 ML],46.0,calcium gluconate bag [1 gm / 50 ml]
CALCIUM URINE QUANT,80.0,calcium urine quant
CALCULUS INFRA SPECTROMETER,150.0,calculus infra spectrometer
CALMOSEPTINE OINT TUBE [71 GM],16.0,calmoseptine oint tube [71 gm]
"CALPROTECTIN, FECAL",530.0,"calprotectin, fecal"
CANAL REPOSITIONING,125.0,canal repositioning
"CANDIDA DNA, DIRECT PROBE",121.0,"candida dna, direct probe"
"CANISTER, SUCTION 2000 CC",8.0,"canister, suction 2000 cc"
"CANNABINOIDS, NATURAL",100.0,"cannabinoids, natural"
CANNISTER PREVENA PLSU,98.0,cannister prevena plsu
CANNULA ADULT HIGH FLOW MA1700,18.5,cannula adult high flow ma1700
CANNULA CRYSTAL 5.75MMX7CM PART THREADED,103.0,cannula crystal 5.75mmx7cm part threaded
CANNULA INFANT O2 NASAL,7.5,cannula infant o2 nasal
CANNULA NASAL HIGH FLOW ADULT 14',18.5,cannula nasal high flow adult 14'
CANNULA NEWBORN RAM,54.0,cannula newborn ram
CANNULA O2 BI-FLOW NASAL,10.0,cannula o2 bi-flow nasal
CANNULA O2 HIGH FLOW NASAL,14.0,cannula o2 high flow nasal
CANNULA O2 NASAL NO FLRE TIP,4.0,cannula o2 nasal no flre tip
CANNULA PASSPORT BUTTON 8MM IDX4CM,187.0,cannula passport button 8mm idx4cm
CANNULA PEDIATRIC O2 NASAL,6.0,cannula pediatric o2 nasal
CANNULA PEDIATRIC SMALL VAPOTHERM,48.0,cannula pediatric small vapotherm
CANNULA SOFT FLEX 8MMX50MM,204.0,cannula soft flex 8mmx50mm
CANNULA SYS THREADED 5.5MMX75MM,197.0,cannula sys threaded 5.5mmx75mm
CANNULA SYSTEM SEF-RETAINING W/OBTURATOR,209.0,cannula system sef-retaining w/obturator
CANNULA TRIPLE DAM TWISTIN 8.25MMX7CM,187.0,cannula triple dam twistin 8.25mmx7cm
CANNULA TWISTIN 8.25MMX9CM,103.0,cannula twistin 8.25mmx9cm
CAPILLARY BLOOD COLLECT-FINGER/HEEL/EAR,30.0,capillary blood collect-finger/heel/ear
CAPIO SLIM SUTURE CAPTURING DEVICE,996.0,capio slim suture capturing device
CAPSULOTOMY MTPJ W/WO TENORRHAPHY EA JOI,2000.0,capsulotomy mtpj w/wo tenorrhaphy ea joi
CARBAMAZEPINE,150.0,carbamazepine
CARBAMAZEPINE ER [400 MG],6.0,carbamazepine er [400 mg]
CARBON DIOXIDE,58.0,carbon dioxide
CARBON MONOXIDE QUANTBLD,177.0,carbon monoxide quantbld
CARBOPROST AMP [250 MCG / mL],648.0,carboprost amp [250 mcg / ml]
CARBOXYMETHYLCELLULOSE AMP [0.5 %],2.5,carboxymethylcellulose amp [0.5 %]
CARDIAC MONITOR REVIEW INTERPRETATION,72.0,cardiac monitor review interpretation
"CARDIAC MONITORING, 24-48 HR",560.0,"cardiac monitoring, 24-48 hr"
CARDIAC REHABILITATION VISIT,295.0,cardiac rehabilitation visit
CARDIOLIPIN ANTIBODY,275.0,cardiolipin antibody
CARDIOPULMONARY RESUSCITATION,876.5,cardiopulmonary resuscitation
"CARDIOVERSION, ELECTIVE;EXTERNAL",1390.0,"cardioversion, elective;external"
CARDIZEM 30 MG TAB ORAL,2.5,cardizem 30 mg tab oral
CARDIZEM CD 120MG CAPSULE,2.5,cardizem cd 120mg capsule
CARDIZEM CD 180MG CAPSULE,2.5,cardizem cd 180mg capsule
CARDURA 2MG TAB,2.5,cardura 2mg tab
CARNITINE ASSAY,419.0,carnitine assay
CAROTID DUPLEX UNILATERAL OR LIMITED,1205.0,carotid duplex unilateral or limited
CARTER THOMASON CLOSESURE SYSTEM,394.0,carter thomason closesure system
CARVEDILOL TAB [12.5 MG],2.5,carvedilol tab [12.5 mg]
CAST APPLICATION SHORT ARM,250.0,cast application short arm
CAST APPPLICATION SHORT LEG,200.0,cast appplication short leg
"CAST MATERIAL PLASTER 4""X5YD",6.5,"cast material plaster 4""x5yd"
"CAST PADDING 2""",21.5,"cast padding 2"""
"CAST PADDING 3""",26.5,"cast padding 3"""
"CAST PADDING 4""",4.0,"cast padding 4"""
"CAST PADDING 4"" STRETCH",4.0,"cast padding 4"" stretch"
"CAST PADDING 6""",5.0,"cast padding 6"""
"CAST PADDING 6"" STRETCH",4.5,"cast padding 6"" stretch"
"CASTING TAPE 2"" BLUE",9.5,"casting tape 2"" blue"
"CASTING TAPE 2"" GREEN",9.5,"casting tape 2"" green"
"CASTING TAPE 2"" PINK",9.5,"casting tape 2"" pink"
"CASTING TAPE 2"" PURPLE",9.5,"casting tape 2"" purple"
"CASTING TAPE 2"" RED",9.5,"casting tape 2"" red"
"CASTING TAPE 2"" WHITE",9.5,"casting tape 2"" white"
CAT SCAN ABDOMEN W/ CONTRAST,2550.0,cat scan abdomen w/ contrast
CAT SCAN ABDOMEN W/O CONTRAST,2370.0,cat scan abdomen w/o contrast
CAT SCAN ABDOMEN W/WO CONTRAST,3215.0,cat scan abdomen w/wo contrast
CAT SCAN C-SPINE W/O CONTRAST,2510.0,cat scan c-spine w/o contrast
CAT SCAN CHEST W/CONTRAST,2630.0,cat scan chest w/contrast
CAT SCAN CHEST W/O CONTRAST,2410.0,cat scan chest w/o contrast
CAT SCAN HEAD W/ CONTRAST,2115.0,cat scan head w/ contrast
CAT SCAN HEAD W/O CONTRAST,2125.0,cat scan head w/o contrast
CAT SCAN HEAD W/WO CONTRAST,2575.0,cat scan head w/wo contrast
"CAT SCAN LOWER EXTREMITY,W CONTRAST",2505.0,"cat scan lower extremity,w contrast"
CAT SCAN LUMBAR SPINE W/ CONTRAST,2130.0,cat scan lumbar spine w/ contrast
CAT SCAN LUMBER SPINE W/O CONTRAST,2440.0,cat scan lumber spine w/o contrast
"CAT SCAN MAXILLOFACIAL AREA, W/WO CO",2900.0,"cat scan maxillofacial area, w/wo co"
CAT SCAN MAXILLOFACIAL W/O CONTRAST,1935.0,cat scan maxillofacial w/o contrast
CAT SCAN NECK W & W/O CONSTRAST,2780.0,cat scan neck w & w/o constrast
CAT SCAN NECK W/ CONTRAST,2575.0,cat scan neck w/ contrast
CAT SCAN NECK W/O CONTRAST,2100.0,cat scan neck w/o contrast
CAT SCAN PELVIS W/ CONTRAST,2450.0,cat scan pelvis w/ contrast
CAT SCAN PELVIS W/O CONTRAST,2370.0,cat scan pelvis w/o contrast
CAT SCAN THORACIC SPINE W/O CONTRAST,2450.0,cat scan thoracic spine w/o contrast
CAT SCAN THORAX W/WO CONTRAST,2730.0,cat scan thorax w/wo contrast
CATECHOLAMINE FRACT URINE,225.0,catecholamine fract urine
CATH TRAY W/BAG 16 FR FOLEY SILICONE,29.0,cath tray w/bag 16 fr foley silicone
CATH TRAY W/BAG 18FR FOLEY SILICONE,46.0,cath tray w/bag 18fr foley silicone
CATHETER 12 FR STRAIGHT,2.0,catheter 12 fr straight
CATHETER 14 FR 30CC RIBBED COUDE FOLEY,46.0,catheter 14 fr 30cc ribbed coude foley
CATHETER 14 FR 5 CC COUDE,38.0,catheter 14 fr 5 cc coude
CATHETER 14 FR 5CC FOLEY,10.0,catheter 14 fr 5cc foley
CATHETER 14 FR STRAIGHT,4.0,catheter 14 fr straight
CATHETER 14 FR STRAIGHT UROLOG COUDE,16.0,catheter 14 fr straight urolog coude
CATHETER 16 FR (5.3MM) STRAIGHT,4.5,catheter 16 fr (5.3mm) straight
CATHETER 16 FR 5CC FOLEY,9.0,catheter 16 fr 5cc foley
CATHETER 16 FRE 5 CC 2-WAY,15.5,catheter 16 fre 5 cc 2-way
CATHETER 16FR 30CC SILICONE BALLOON FOLE,28.0,catheter 16fr 30cc silicone balloon fole
CATHETER 18 FR 5CC 2 WAY,15.5,catheter 18 fr 5cc 2 way
CATHETER 18 FR 5CC SILICONE,15.5,catheter 18 fr 5cc silicone
CATHETER 18 FR 5CC SILICONE COATED,10.0,catheter 18 fr 5cc silicone coated
CATHETER 20 FR SILICONE 10 ML BALLOON,15.5,catheter 20 fr silicone 10 ml balloon
CATHETER 22FR 30CC LUBRISIL,55.0,catheter 22fr 30cc lubrisil
CATHETER 24 FR 30CC SILICONE FOLEY,29.0,catheter 24 fr 30cc silicone foley
CATHETER 24 FR 5CC FOLEY,15.0,catheter 24 fr 5cc foley
CATHETER 8 FR STRAIGHT,2.0,catheter 8 fr straight
CATHETER CHOLANG 4 FR 50 CM STR INDUCER,494.0,catheter cholang 4 fr 50 cm str inducer
CATHETER FEMALE KIT,8.5,catheter female kit
CATHETER FOLEY CATH TRAY,7.0,catheter foley cath tray
CATHETER FOLEY SIL 20FR 5CC 3WAY,45.0,catheter foley sil 20fr 5cc 3way
CATHETER FOLEY SIL 24FR 5CC 3WAY,50.0,catheter foley sil 24fr 5cc 3way
CATHETER HICKMAN SINGLE LUMEN,718.0,catheter hickman single lumen
CATHETER IRRIGATION SET TRAY,10.0,catheter irrigation set tray
CATHETER LEG BAG,9.5,catheter leg bag
CATHETER PEDI 8 FR 3CC,16.0,catheter pedi 8 fr 3cc
CATHETER PUREWICK EXT FEMALE,36.0,catheter purewick ext female
CATHETER STRAIGHT 6FR PEDIATRIC,6.5,catheter straight 6fr pediatric
CATHETER THORACIC 24 FR,30.0,catheter thoracic 24 fr
CATHETER THORACIC 28 FR,34.0,catheter thoracic 28 fr
CATHETER THORACIC 32 FR,34.0,catheter thoracic 32 fr
CATHETER THORACIC 36FR,31.0,catheter thoracic 36fr
CATHETER TUBE HOLDER,15.0,catheter tube holder
CATHETER URINARY DRAIN BAG,18.5,catheter urinary drain bag
CATHETERIZATION FOR COLLECTION SPECIMEN,135.0,catheterization for collection specimen
CATHFLO ACTIVASE 2MG PWD VIAL PER 1 MG,395.0,cathflo activase 2mg pwd vial per 1 mg
CAUTERY HI TEMP PEN AARON,38.0,cautery hi temp pen aaron
CAUTERY HOLSTER,5.5,cautery holster
CAUTERY PEN,12.5,cautery pen
CBC W/AUTO DIFFERENTIAL,115.0,cbc w/auto differential
CCM FIRST 20 MINUTES/MONTH,125.0,ccm first 20 minutes/month
CEA,170.0,cea
CEFAZOLIN  1GM PWD VIAL INJ,10.0,cefazolin 1gm pwd vial inj
CEFDINIR (OMNICEF) 300MG CAPSULE,3.0,cefdinir (omnicef) 300mg capsule
CEFDINIR ORAL SUSP [125 MG/5 ML],33.0,cefdinir oral susp [125 mg/5 ml]
CEFEPIME VIAL [2 GM],80.0,cefepime vial [2 gm]
CEFTAROLINE VIAL [400 MG],530.0,ceftaroline vial [400 mg]
CEFTAROLINE VIAL [600 MG],576.0,ceftaroline vial [600 mg]
CEFTRIAXONE VIAL [2 GM],55.0,ceftriaxone vial [2 gm]
CELEBREX 100MG CAPSULE,3.0,celebrex 100mg capsule
CELL COUNT ON BODY FLUID NOT BLOOD,66.0,cell count on body fluid not blood
CENTRAL VENOUS LINE KIT (MULTI-LUMEN),106.0,central venous line kit (multi-lumen)
CERCLAGE STRAIGHT PASSER MED DISPOSABLE,495.0,cerclage straight passer med disposable
CERCLAGE TENSIONER DISPOSABLE,605.0,cerclage tensioner disposable
CERCLAGE TROCHANTER PASSER DISPOSABLE,495.0,cerclage trochanter passer disposable
CERTOLIZUMAB KIT [200 MG],3890.0,certolizumab kit [200 mg]
CERULOPLASMIN,115.0,ceruloplasmin
CERVICAL COLLAR- SOFT (LARGE),56.0,cervical collar- soft (large)
CERVICAL COLLAR- SOFT (MEDIUM),45.0,cervical collar- soft (medium)
CERVICAL COLLAR- SOFT (PEDIATRIC),21.0,cervical collar- soft (pediatric)
CERVICAL COLLAR- SOFT (SMALL),5.0,cervical collar- soft (small)
CERVICAL/PELVIC TRACTION,85.0,cervical/pelvic traction
CESAREAN DELIVERY - ASSIST,790.0,cesarean delivery - assist
CESAREAN DELIVERY ONLY,2200.0,cesarean delivery only
CGM INTERPRETATION,95.0,cgm interpretation
CGM STARTUP,310.0,cgm startup
CHANGE OF CYSTOSTOMY TUBE; SIMPLE,215.0,change of cystostomy tube; simple
"CHEMO ADM, INTRALESIONAL, UP TO 7",185.0,"chemo adm, intralesional, up to 7"
"CHEMO ADM, IV INFUSION, 1 HR",625.0,"chemo adm, iv infusion, 1 hr"
"CHEMO ADM,HORMONE ANTINEOPL SQ/IM",195.0,"chemo adm,hormone antineopl sq/im"
"CHEMO ADM,IV PUSH,SNGL/INITIAL DRUG",450.0,"chemo adm,iv push,sngl/initial drug"
"CHEMO ADMIN, ANTI-NEOPL SQ/IM",310.0,"chemo admin, anti-neopl sq/im"
"CHEMO ADMIN, INTRALESIONAL,OVER 7",185.0,"chemo admin, intralesional,over 7"
"CHEMO ADMIN, IV INFUSION, ADD'L HR",185.0,"chemo admin, iv infusion, add'l hr"
CHEMO IA INFUSE EACH ADD'L HOUR,200.0,chemo ia infuse each add'l hour
"CHEMO IV PUSH, ADDITIONAL DRUG",240.0,"chemo iv push, additional drug"
CHEMO PROLONG INFUSE W/PUMP,460.0,chemo prolong infuse w/pump
"CHEMO, INFUSION TECH, UP TO 1 HOUR",485.0,"chemo, infusion tech, up to 1 hour"
"CHEMO, INTRA-ARTERIAL; PUSH TECH",185.0,"chemo, intra-arterial; push tech"
CHEMOTHERAPY IN TO CNS,540.0,chemotherapy in to cns
CHEMOTHERAPY INFUSION METHOD,425.0,chemotherapy infusion method
"CHEMOTHERAPY PROCEDURE, UNLISTED",185.0,"chemotherapy procedure, unlisted"
"CHEMOTHERAPY, PERITONEAL CAVITY",375.0,"chemotherapy, peritoneal cavity"
"CHEMOTHERAPY, PLEURAL CAVITY",650.0,"chemotherapy, pleural cavity"
CHEMOTX ADMIN IV NFS TQ EA SEQL,270.0,chemotx admin iv nfs tq ea seql
CHERATUSSIN 100/10MG 5 ML DOSE,3.0,cheratussin 100/10mg 5 ml dose
CHEST TUBE DRAINAGE SYSTEM,207.0,chest tube drainage system
CHLAMYDIA PCR,155.0,chlamydia pcr
CHLAMYDIA PNEUM DNA AMP PROBE,115.0,chlamydia pneum dna amp probe
"CHLAMYDIA TRANCHOMATIS, DIRECT PROBE",115.0,"chlamydia tranchomatis, direct probe"
CHLORAPREP ONE STEP 1ML,4.0,chloraprep one step 1ml
CHLORAPREP ORANGE 10.5ML,17.0,chloraprep orange 10.5ml
CHLORAPREP ORANGE 26 ML,29.0,chloraprep orange 26 ml
CHLORIDE BLOOD,53.0,chloride blood
CHLORIDE URINE,60.0,chloride urine
CHOLANGIOGRAM CATHETER 5.5FR,200.0,cholangiogram catheter 5.5fr
CHOLESTEROL SERUM TOTAL,80.0,cholesterol serum total
"CHROMIUM, SERUM",111.0,"chromium, serum"
CIPRO 400 MG/200ML BAG SOL IV,20.0,cipro 400 mg/200ml bag sol iv
CIPRODEX 0.3-0.1% OTIC SUSP 7.5 mL,205.0,ciprodex 0.3-0.1% otic susp 7.5 ml
CIPROFLOXACIN OPTH SOLN 5 ML [0.3%],14.0,ciprofloxacin opth soln 5 ml [0.3%]
CIPROFLOXACIN TAB [250 MG],2.5,ciprofloxacin tab [250 mg]
CITALOPRAM TAB [10 MG],2.5,citalopram tab [10 mg]
CITRATE,189.0,citrate
"CLAVE CONNECTOR, CLEAR",6.0,"clave connector, clear"
CLAVICLE STRAP XS,19.5,clavicle strap xs
CLINDAMYCIN CAP [150 MG],2.5,clindamycin cap [150 mg]
CLINDAMYCIN PREMIX [900 MG / 50 ML],26.0,clindamycin premix [900 mg / 50 ml]
CLINIC - LEVEL 1,60.0,clinic - level 1
CLINIC - LEVEL 1 (ASTHMA/ALLERGY/IMMUN),70.0,clinic - level 1 (asthma/allergy/immun)
CLINIC - LEVEL 1 (CARDIOLOGY SPEC CL),70.0,clinic - level 1 (cardiology spec cl)
CLINIC - LEVEL 1 (ENDOCRINOLOGY),70.0,clinic - level 1 (endocrinology)
CLINIC - LEVEL 1 (ENT SPEC CL),70.0,clinic - level 1 (ent spec cl)
CLINIC - LEVEL 1 (MENTAL HEALTH),70.0,clinic - level 1 (mental health)
CLINIC - LEVEL 1 (NEPHROLOGY),70.0,clinic - level 1 (nephrology)
CLINIC - LEVEL 1 (NEUROLOGY),70.0,clinic - level 1 (neurology)
CLINIC - LEVEL 1 (NEUROSURGERY SPEC CL),70.0,clinic - level 1 (neurosurgery spec cl)
CLINIC - LEVEL 1 (ONCOLOGY SPEC CL),70.0,clinic - level 1 (oncology spec cl)
CLINIC - LEVEL 1 (ORTHOPAEDIC SPEC CL),70.0,clinic - level 1 (orthopaedic spec cl)
CLINIC - LEVEL 1 (PODIATRY SPEC CL),70.0,clinic - level 1 (podiatry spec cl)
CLINIC - LEVEL 1 (PULMONOLOGY SPEC CL),70.0,clinic - level 1 (pulmonology spec cl)
CLINIC - LEVEL 1 (SURGICAL SPEC CL),70.0,clinic - level 1 (surgical spec cl)
CLINIC - LEVEL 1 (UROLOGY SPEC CL),70.0,clinic - level 1 (urology spec cl)
CLINIC - LEVEL 1 (WOUND CLINIC),70.0,clinic - level 1 (wound clinic)
CLINIC - LEVEL 2,115.0,clinic - level 2
CLINIC - LEVEL 2 (ASTHMA/ALLERGY/IMMUN),80.0,clinic - level 2 (asthma/allergy/immun)
CLINIC - LEVEL 2 (CARDIOLOGY SPEC CL),80.0,clinic - level 2 (cardiology spec cl)
CLINIC - LEVEL 2 (ENDOCRINOLOGY),80.0,clinic - level 2 (endocrinology)
CLINIC - LEVEL 2 (ENT SPEC CL),80.0,clinic - level 2 (ent spec cl)
CLINIC - LEVEL 2 (MENTAL HEALTH),80.0,clinic - level 2 (mental health)
CLINIC - LEVEL 2 (NEPHROLOGY),80.0,clinic - level 2 (nephrology)
CLINIC - LEVEL 2 (NEUROLOGY,80.0,clinic - level 2 (neurology
